code,name,cname,lower_name,code_full
63,Kharkiv,哈尔科夫,kharkiv,UKR000063
65,Khersonsrka,赫尔松州,khersonsrka,UKR000065
68,Khmelnytsky,赫梅利尼茨基,khmelnytsky,UKR000068
71,Cherkasy,切尔卡瑟,cherkasy,UKR000071
74,Chernihiv,切尔尼戈夫,chernihiv,UKR000074
77,Chernivtsi,切尔诺夫策,chernivtsi,UKR000077
AR,Artigas,阿蒂加斯,artigas,URY0000AR
CA,Canelones,卡内洛内斯,canelones,URY0000CA
CL,Cerro Largo,塞罗拉尔戈,cerro largo,URY0000CL
CO,Colonia,科洛尼亚,colonia,URY0000CO
DU,Durazno,杜拉斯诺,durazno,URY0000DU
FA,Florida,佛罗里达,florida,URY0000FA
FS,Flores,弗洛雷斯,flores,URY0000FS
LA,Lavalleja,拉瓦耶哈,lavalleja,URY0000LA
MA,Maldonado,马尔多纳多,maldonado,URY0000MA
MO,Montevideo,蒙得维的亚,montevideo,URY0000MO
PA,Paysandu,派桑杜,paysandu,URY0000PA
RN,Rio Negro,内格罗河,rio negro,URY0000RN
RO,Rocha,罗恰,rocha,URY0000RO
RV,Rivera,里韦拉,rivera,URY0000RV
SJ,San Jose,圣何塞,san jose,URY0000SJ
SL,Salto,萨尔托,salto,URY0000SL
SO,Soriano,索里亚诺,soriano,URY0000SO
TT,Treinta y Tres,三十三人,treinta y tres,URY0000TT
TAW,Tacuarembo,塔夸伦博,tacuarembo,URY000TAW
ANC,Anchorage,安克雷奇,anchorage,USA0AKANC
FAI,Fairbanks,费尔班克斯,fairbanks,USA0AKFAI
JNU,Juneau,朱诺,juneau,USA0AKJNU
BHM,Birmingham,伯明罕,birmingham,USA0ALBHM
MGM,Montgomery,蒙哥马利,montgomery,USA0ALMGM
MOB,Mobile,莫比尔,mobile,USA0ALMOB
FSM,Fort Smith,史密斯堡,fort smith,USA0ARFSM
FYV,Fayetteville,费耶特维尔,fayetteville,USA0ARFYV
LIT,Little Rock,小石城,little rock,USA0ARLIT
GDA,Glendale,格兰代尔,glendale,USA0AZGDA
MQA,Mesa,梅萨,mesa,USA0AZMQA
PHX,Phoenix,凤凰城,phoenix,USA0AZPHX
STZ,Scottsdale,史卡兹代尔,scottsdale,USA0AZSTZ
TPE,Tempe,坦普,tempe,USA0AZTPE
TUC,Tucson,图森,tucson,USA0AZTUC
YUM,Yuma,优玛,yuma,USA0AZYUM
LAX,Los Angeles,洛杉矶,los angeles,USA0CALAX
SAN,San Diego,圣迭戈,san diego,USA0CASAN
SFO,San Francisco,旧金山,san francisco,USA0CASFO
SJC,San Jose,圣何塞,san jose,USA0CASJC
ASE,Aspen,阿斯彭,aspen,USA0COASE
AUX,Aurora,奥罗拉,aurora,USA0COAUX
COS,Colorado Springs,科罗拉多斯普林斯,colorado springs,USA0COCOS
DEN,Denver,丹佛,denver,USA0CODEN
FNL,Fort Collins,柯林斯堡,fort collins,USA0COFNL
GJT,Grand Junction,大章克申,grand junction,USA0COGJT
VAC,Vail,韦尔,vail,USA0COVAC
WBU,Boulder,博尔德,boulder,USA0COWBU
BDR,Bridgeport,布里奇波特,bridgeport,USA0CTBDR
DAQ,Darien,达里恩,darien,USA0CTDAQ
GRH,Greenwich,格林尼治,greenwich,USA0CTGRH
HFD,Hartford,哈特福德,hartford,USA0CTHFD
HVN,New Haven,纽黑文,new haven,USA0CTHVN
NWT,New Britain,新不列颠,new britain,USA0CTNWT
WAT,Waterbury,沃特伯里,waterbury,USA0CTWAT
WPT,Westport,韦斯特波特,westport,USA0CTWPT
XIN,Middletown,米德尔顿,middletown,USA0CTXIN
WAS,Washington D.C.,华盛顿哥伦比亚特区,washington d.c.,USA0DCWAS
DOR,Dover,多佛,dover,USA0DEDOR
ILG,Wilmington,威明顿,wilmington,USA0DEILG
NWK,Newark,纽瓦克,newark,USA0DENWK
CPV,Cape Canaveral,卡纳维尔角,cape canaveral,USA0FLCPV
EYW,Key West,基韦斯特,key west,USA0FLEYW
FLL,Fort Lauderdale,罗德岱堡,fort lauderdale,USA0FLFLL
JAX,Jacksonville,杰克逊维尔,jacksonville,USA0FLJAX
MIA,Miami,迈阿密,miami,USA0FLMIA
ORL,Orlando,奥兰多,orlando,USA0FLORL
PIE,St. Petersburg,圣彼德斯堡市,st. petersburg,USA0FLPIE
TLH,Tallahassee,塔拉哈西,tallahassee,USA0FLTLH
TPA,Tampa,坦帕,tampa,USA0FLTPA
AUT,Augusta,奥古斯塔,augusta,USA0GAAUT
CZX,Columbus,哥伦布,columbus,USA0GACZX
MCN,Macon,梅肯,macon,USA0GAMCN
SAV,Savannah,沙瓦纳,savannah,USA0GASAV
TAT,Atlanta,亚特兰大,atlanta,USA0GATAT
HNL,Honolulu,檀香山,honolulu,USA0HIHNL
ITO,Hilo,希洛,hilo,USA0HIITO
KHH,Kailua,凯卢阿,kailua,USA0HIKHH
CID,Cedar Rapids,锡达拉皮兹,cedar rapids,USA0IACID
DSM,Des Moines,得梅因,des moines,USA0IADSM
DVN,Davenport,达文波特,davenport,USA0IADVN
BLK,Blackfoot,布莱克富特,blackfoot,USA0IDBLK
BOI,Boise,博伊西,boise,USA0IDBOI
COE,Coeur d'Alene,科达伦,coeur d'alene,USA0IDCOE
IDA,Idaho Falls,爱达荷福尔斯,idaho falls,USA0IDIDA
LWS,Lewiston,刘易斯顿,lewiston,USA0IDLWS
MJL,Moscow,莫斯科,moscow,USA0IDMJL
NPA,Nampa,楠帕,nampa,USA0IDNPA
PIH,Pocatello,波卡特洛,pocatello,USA0IDPIH
QKM,Ketchum,岂彻姆,ketchum,USA0IDQKM
SVY,Sun Valley,森瓦利,sun valley,USA0IDSVY
YAF,American Falls,亚美利加瀑布城,american falls,USA0IDYAF
ZMU,Murphy,墨菲,murphy,USA0IDZMU
ALN,Alton,奥尔顿,alton,USA0ILALN
AUZ,Aurora,奥罗拉,aurora,USA0ILAUZ
BLO,Bloomington,布卢明顿,bloomington,USA0ILBLO
CHI,Chicago,芝加哥,chicago,USA0ILCHI
CMI,Champaign-Urbana,厄巴纳-香槟,champaign-urbana,USA0ILCMI
CRA,Centralia,森特勒利亚,centralia,USA0ILCRA
DEC,Decatur,迪凯持,decatur,USA0ILDEC
DEK,De Kalb,迪卡尔布,de kalb,USA0ILDEK
DVI,Danville,丹维尓,danville,USA0ILDVI
ESL,East St Louis,东圣路易斯,east st louis,USA0ILESL
GSU,Galesburg,盖尔斯堡,galesburg,USA0ILGSU
MDH,Carbondale,卡本代尔,carbondale,USA0ILMDH
NOM,Normal,诺黙尔,normal,USA0ILNOM
PLA,Peoria,皮奥里亚,peoria,USA0ILPLA
RFD,Rockford,罗克福德,rockford,USA0ILRFD
RKI,Rock Island,罗克艾兰,rock island,USA0ILRKI
SPI,Springfield,斯普林菲尔德,springfield,USA0ILSPI
UGN,Waukegan,沃其根,waukegan,USA0ILUGN
EVV,Evansville,埃文斯维尔,evansville,USA0INEVV
FWA,Fort Wayne,韦恩堡,fort wayne,USA0INFWA
IND,Indianapolis,印第安纳波利斯,indianapolis,USA0ININD
ABZ,Abilene,阿比林,abilene,USA0KSABZ
HCH,Hutchinson,哈钦森,hutchinson,USA0KSHCH
ICT,Wichita,威奇托,wichita,USA0KSICT
KCK,Kansas City,堪萨斯城,kansas city,USA0KSKCK
LWC,Lawrence,劳伦斯,lawrence,USA0KSLWC
MHK,Manhattan,曼哈顿,manhattan,USA0KSMHK
OVL,Overland Park,奥弗兰公园,overland park,USA0KSOVL
TOP,Topeka,托皮卡,topeka,USA0KSTOP
XIA,Leavenworth,莱文沃思,leavenworth,USA0KSXIA
LEX,Lexington,列克星敦,lexington,USA0KYLEX
LUI,Louisville,路易斯维尔,louisville,USA0KYLUI
OWB,Owensboro,欧文斯伯勒,owensboro,USA0KYOWB
BTR,Baton Rouge,巴吞鲁日,baton rouge,USA0LABTR
MSY,New Orleans,新奥尔良,new orleans,USA0LAMSY
SHV,Shreveport,什里夫波特,shreveport,USA0LASHV
BZD,Boston,波士顿,boston,USA0MABZD
ORH,Worcester,伍斯特,worcester,USA0MAORH
SFY,Springfield,斯普林菲尔德,springfield,USA0MASFY
BAL,Balitmore,巴尔的摩,balitmore,USA0MDBAL
GAI,Gaithersburg,盖瑟斯堡,gaithersburg,USA0MDGAI
RKV,Rockville,罗克维尔,rockville,USA0MDRKV
BNQ,Bangor,班戈,bangor,USA0MEBNQ
POL,Portland,波特兰,portland,USA0MEPOL
QLW,Lewiston,刘易斯顿,lewiston,USA0MEQLW
ARB,Ann Arbor,安娜堡,ann arbor,USA0MIARB
AZO,Kalamazoo,卡拉马袓,kalamazoo,USA0MIAZO
BCY,Bay City,贝城,bay city,USA0MIBCY
BTL,Battle Creek,巴特尔克里克,battle creek,USA0MIBTL
DEO,Dearborn,迪尔伯恩,dearborn,USA0MIDEO
DET,Detroit,底特律,detroit,USA0MIDET
FNT,Flint,弗林特,flint,USA0MIFNT
GRR,Grand Rapids,大急流城,grand rapids,USA0MIGRR
LAN,Lansing,兰辛,lansing,USA0MILAN
MKG,Muskegon,马斯基根,muskegon,USA0MIMKG
PHN,Port Huron,休伦港,port huron,USA0MIPHN
PTK,Pontiac,庞菷亚克,pontiac,USA0MIPTK
SGM,Saginaw,萨吉诺,saginaw,USA0MISGM
SSM,Sault Ste Marie,苏圣玛丽,sault ste marie,USA0MISSM
WAM,Volyn,沃伦,volyn,USA0MIWAM
WYD,Wyandotte,怀恩多特,wyandotte,USA0MIWYD
MES,Minneapolis,明尼阿波利斯,minneapolis,USA0MNMES
RST,Rochester,罗切斯特,rochester,USA0MNRST
STP,Sao Paulo,圣保罗,sao paulo,USA0MNSTP
COV,Columbia,哥伦比亚,columbia,USA0MOCOV
JEF,Jefferson City,杰佛逊市,jefferson city,USA0MOJEF
MKC,Kansas City,堪萨斯城,kansas city,USA0MOMKC
SGF,Springfield,斯普林菲尔德,springfield,USA0MOSGF
STL,San Luis,圣路易斯,san luis,USA0MOSTL
BIX,Biloxi,比洛克西,biloxi,USA0MSBIX
GLH,Greenville,格林维尔,greenville,USA0MSGLH
GPT,Gulfport,格尔夫波特,gulfport,USA0MSGPT
HBG,Hattiesburg,哈蒂斯堡,hattiesburg,USA0MSHBG
JAN,Jackson,杰克逊,jackson,USA0MSJAN
MEI,Meridian,默里迪恩,meridian,USA0MSMEI
VKS,Vicksburg,维克斯堡,vicksburg,USA0MSVKS
BGS,Billings,比灵斯,billings,USA0MTBGS
GTF,Great Falls,大瀑布村,great falls,USA0MTGTF
MSO,Missoula,米苏拉,missoula,USA0MTMSO
AEV,Asheville,艾许维尔,asheville,USA0NCAEV
CHE,Chapel Hill,教堂山,chapel hill,USA0NCCHE
CRQ,Charlotte,夏洛特,charlotte,USA0NCCRQ
DHH,Durham,杜罕,durham,USA0NCDHH
GBO,Greensboro,格林斯伯勒,greensboro,USA0NCGBO
RAG,Raleigh,罗利,raleigh,USA0NCRAG
RDU,Raleigh-Durham,洛利杜罕都会区,raleigh-durham,USA0NCRDU
BIS,Bismarck,俾斯麦,bismarck,USA0NDBIS
FAR,Fargo,法戈,fargo,USA0NDFAR
GFK,Grand Forks,大福克斯,grand forks,USA0NDGFK
MOT,Minot,迈诺特,minot,USA0NDMOT
LNK,Lincoln,林肯,lincoln,USA0NELNK
OMA,Omaha,奥马哈,omaha,USA0NEOMA
XDE,Bellevue,贝尔维尤,bellevue,USA0NEXDE
ASH,Nashua,纳舒厄,nashua,USA0NHASH
CON,Concord,康科德,concord,USA0NHCON
MHT,Manchester,曼彻斯特,manchester,USA0NHMHT
JEC,Jersey City,泽西城,jersey city,USA0NJJEC
NRK,Newark,纽瓦克,newark,USA0NJNRK
PAT,Paterson,帕特森,paterson,USA0NJPAT
ABQ,Albuquerque,阿尔伯克基,albuquerque,USA0NMABQ
LRU,Las Cruces,拉斯克鲁塞斯,las cruces,USA0NMLRU
ROW,Roswell,罗斯韦尔,roswell,USA0NMROW
SAF,Santa Fe,圣菲,santa fe,USA0NMSAF
CSN,Carson City,卡森城,carson city,USA0NVCSN
EKO,Elko,埃尔科,elko,USA0NVEKO
HNZ,Henderson,亨德森,henderson,USA0NVHNZ
LAS,Las Vegas,拉斯维加斯,las vegas,USA0NVLAS
NVS,North Las Vegas,北拉斯维加斯,north las vegas,USA0NVNVS
RNO,Reno,里诺,reno,USA0NVRNO
SPK,Sparks,斯帕克斯,sparks,USA0NVSPK
VGI,Virginia City,弗吉尼亚城,virginia city,USA0NVVGI
FFO,Buffalo,布法罗,buffalo,USA0NYFFO
QEE,New York,纽约市,new york,USA0NYQEE
ROC,Rochester,罗切斯特,rochester,USA0NYROC
CLE,Cleveland,克利夫兰,cleveland,USA0OHCLE
CVG,Cincinnati,辛辛那提,cincinnati,USA0OHCVG
CZX,Columbus,哥伦布,columbus,USA0OHCZX
DYT,Dayton,代顿,dayton,USA0OHDYT
TOL,Toledo,托莱多,toledo,USA0OHTOL
OKC,Oklahoma City,俄克拉荷马城,oklahoma city,USA0OKOKC
OUN,Norman,诺曼,norman,USA0OKOUN
TUL,Tulsa,塔尔萨,tulsa,USA0OKTUL
BZO,Bend,本德,bend,USA0ORBZO
COB,Coos Bay,库斯贝,coos bay,USA0ORCOB
CTR,Crater Lake,火山口湖,crater lake,USA0ORCTR
DAC,Dallas,达拉斯,dallas,USA0ORDAC
DLS,The Dalles,达尔斯,the dalles,USA0ORDLS
EUG,Eugene,尤金,eugene,USA0OREUG
HDX,Hood River,胡德里弗,hood river,USA0ORHDX
MFR,Medford,梅德福,medford,USA0ORMFR
PDX,Portland,波特兰,portland,USA0ORPDX
SLE,Salem,塞勒姆,salem,USA0ORSLE
SPY,Springfield,斯普林菲尔德,springfield,USA0ORSPY
STH,St Helens,圣海伦斯,st helens,USA0ORSTH
TLM,Tillamook,蒂拉穆克,tillamook,USA0ORTLM
XFX,Grant's Pass,格兰茨帕斯,grant's pass,USA0ORXFX
YCV,Corvallis,科瓦利斯,corvallis,USA0ORYCV
AEW,Allentown,阿伦敦,allentown,USA0PAAEW
PHL,Philadephia,费城,philadephia,USA0PAPHL
PIT,Pittsburgh,匹兹堡,pittsburgh,USA0PAPIT
CQH,Cranston,克兰斯顿,cranston,USA0RICQH
NPO,Newport,纽波特,newport,USA0RINPO
PAW,Pawtucket,波塔基特,pawtucket,USA0RIPAW
PVD,Providence,普罗维登斯,providence,USA0RIPVD
SFN,Woonsocket,文索基特,woonsocket,USA0RISFN
UZO,Warwick,沃威克,warwick,USA0RIUZO
WST,Westerly,韦斯特利,westerly,USA0RIWST
CHS,Charleston,查尔斯顿,charleston,USA0SCCHS
COV,Columbia,哥伦比亚,columbia,USA0SCCOV
NTS,North Charleston,北查尔斯顿,north charleston,USA0SCNTS
ABK,Aberdeen,阿伯丁,aberdeen,USA0SDABK
FSD,Sioux Falls,苏福尔斯,sioux falls,USA0SDFSD
RAP,Rapid City,拉皮德城,rapid city,USA0SDRAP
BNA,Nashville,纳什维尔,nashville,USA0TNBNA
BSJ,Bristol,布利斯托,bristol,USA0TNBSJ
CHA,Chattanooga,查塔努加,chattanooga,USA0TNCHA
JCY,Johnson City,约翰逊城,johnson city,USA0TNJCY
MEM,Memphis,孟菲斯,memphis,USA0TNMEM
MQY,Smyrna,士麦那,smyrna,USA0TNMQY
RGI,Spring Hill,斯普林希尔,spring hill,USA0TNRGI
TRI,Kingsport,金斯波特,kingsport,USA0TNTRI
TYS,Knoxville,诺克斯维尔,knoxville,USA0TNTYS
YTC,Tri-City Area,三城区,tri-city area,USA0TNYTC
AUS,Austin,奥斯汀,austin,USA0TXAUS
CRP,Corpus Christi,哥帕斯基斯蒂,corpus christi,USA0TXCRP
DAL,Dallas,达拉斯,dallas,USA0TXDAL
ELP,El Paso,埃尔帕索,el paso,USA0TXELP
GLS,Galveston,交维斯顿,galveston,USA0TXGLS
HOU,Houston,休斯敦,houston,USA0TXHOU
LRD,Laredo,拉雷多,laredo,USA0TXLRD
SAT,San Antonio,圣安东尼奥,san antonio,USA0TXSAT
TXC,McAllen,麦亚伦,mcallen,USA0TXTXC
LTJ,Layton,雷登,layton,USA0UTLTJ
OEU,Orem,欧仁,orem,USA0UTOEU
OGD,Ogden,奥格登,ogden,USA0UTOGD
PAC,Park City,帕克城,park city,USA0UTPAC
PVU,Provo,普罗沃,provo,USA0UTPVU
SGU,St.George,圣乔治,st.george,USA0UTSGU
SLC,Salt Lake City,盐湖城,salt lake city,USA0UTSLC
WVC,West Valley City,西瓦利城,west valley city,USA0UTWVC
HTW,Chesapeake,切萨皮克,chesapeake,USA0VAHTW
ORF,Norfolk,诺福克,norfolk,USA0VAORF
VAB,Virginia Beach,弗吉尼亚比奇,virginia beach,USA0VAVAB
BTV,Burlington,伯灵顿,burlington,USA0VTBTV
RUT,Rutland,拉特兰,rutland,USA0VTRUT
ZBR,South Burlington,南伯灵顿,south burlington,USA0VTZBR
GEG,Spokane,斯波坎,spokane,USA0WAGEG
SEA,Seattle,西雅图,seattle,USA0WASEA
TTW,Tacoma,塔科马,tacoma,USA0WATTW
ATW,Appleton,阿普尓顿,appleton,USA0WIATW
AUW,Wausau,沃索,wausau,USA0WIAUW
EAU,Eau Claire,欧克莱尓,eau claire,USA0WIEAU
ENW,Kenosha,基诺沙,kenosha,USA0WIENW
GBK,Green Bay,格林贝,green bay,USA0WIGBK
LSE,LaCrosse,拉克罗斯,lacrosse,USA0WILSE
MKE,Milwaukee,密尔沃基,milwaukee,USA0WIMKE
MTW,Manitowoc,马尼托沃克,manitowoc,USA0WIMTW
OSH,Oshkosh,奥什科什,oshkosh,USA0WIOSH
QMD,Madison,迈迪逊,madison,USA0WIQMD
RAC,Racine,拉辛,racine,USA0WIRAC
SBM,Sheboygan,希博伊根,sheboygan,USA0WISBM
CRW,Charleston,查尔斯顿,charleston,USA0WVCRW
HNU,Huntington,亨廷顿,huntington,USA0WVHNU
PKB,Parkersburg,帕克斯堡,parkersburg,USA0WVPKB
CPR,Casper,卡斯珀,casper,USA0WYCPR
CYS,Cheyenne,夏延,cheyenne,USA0WYCYS
EVD,Evanston,埃文斯顿,evanston,USA0WYEVD
LAR,Laramie,拉勒米,laramie,USA0WYLAR
RKS,Rock Springs,罗克斯普林斯,rock springs,USA0WYRKS
SHR,Sheridan,谢里登,sheridan,USA0WYSHR
AN,Andijon,安集延,andijon,UZB0000AN
BU,Buxoro,布哈拉,buxoro,UZB0000BU
FA,Fargona,费尔干纳,fargona,UZB0000FA
JI,Jizzax,吉扎克,jizzax,UZB0000JI
NG,Namangan,纳曼干,namangan,UZB0000NG
NW,Navoiy,纳沃伊,navoiy,UZB0000NW
QA,Qasqadaryo,卡什卡达里亚,qasqadaryo,UZB0000QA
QR,Qoraqalpogiston,卡拉卡尔帕克斯坦共和国,qoraqalpogiston,UZB0000QR
SA,Samarqand,撒马尔罕,samarqand,UZB0000SA
SI,Sirdaryo,锡尔河,sirdaryo,UZB0000SI
SU,Surxondaryo,苏尔汉河,surxondaryo,UZB0000SU
TK,Toshkent,塔什干,toshkent,UZB0000TK
TO,Toshkent Shahri,塔什干市,toshkent shahri,UZB0000TO
XO,Xorazm,花拉子模,xorazm,UZB0000XO
A,Caracas,加拉加斯,caracas,VEN00000A
B,Anzoategui,安索阿特吉,anzoategui,VEN00000B
C,Apure,阿普雷,apure,VEN00000C
D,Aragua,阿拉瓜,aragua,VEN00000D
E,Barinas,巴里纳斯,barinas,VEN00000E
F,Bolivar,玻利瓦尔,bolivar,VEN00000F
G,Carabobo,卡拉沃沃,carabobo,VEN00000G
H,Cojedes,科赫德斯,cojedes,VEN00000H
I,Falcon,法尔孔,falcon,VEN00000I
J,Guarico,瓜里科,guarico,VEN00000J
K,Lara,拉腊,lara,VEN00000K
L,Merida,梅里达,merida,VEN00000L
M,Miranda,米兰达,miranda,VEN00000M
N,Monagas,莫纳加斯,monagas,VEN00000N
O,Estado Nueva Esparta,新埃斯帕塔,estado nueva esparta,VEN00000O
P,Portuguesa,波图格萨,portuguesa,VEN00000P
R,Sucre,苏克雷,sucre,VEN00000R
S,Tachira,塔奇拉,tachira,VEN00000S
T,Trujillo,特鲁希略,trujillo,VEN00000T
U,Yaracuy,亚拉奎,yaracuy,VEN00000U
V,Zulia,苏利亚,zulia,VEN00000V
W,Dependencias Federales,联邦属地,dependencias federales,VEN00000W
Y,Delta Amacuro,阿马库罗三角洲,delta amacuro,VEN00000Y
Z,Amazonas,亚马孙,amazonas,VEN00000Z
HC,Ho Chi Minh City,胡志明市,ho chi minh city,VNM0000HC
HI,Hanoi,河内,hanoi,VNM0000HI
HP,Haiphong,海防,haiphong,VNM0000HP
MA,Malampa,马朗帕,malampa,VUT0000MA
PE,Penama,彭纳马,penama,VUT0000PE
SA,Sanma,桑马,sanma,VUT0000SA
SH,Shefa,谢法,shefa,VUT0000SH
TA,Tafea,塔菲阿,tafea,VUT0000TA
TO,Torba,托尔巴,torba,VUT0000TO
AB,Abyan,阿比扬,abyan,YEM0000AB
AD,Adan,亚丁,adan,YEM0000AD
AM,Amran Sana,阿姆兰,amran sana,YEM0000AM
BA,Al-Bayda,贝达,al-bayda,YEM0000BA
DA,Ad-Dali,达利,ad-dali,YEM0000DA
DH,Dhamar,扎玛尔,dhamar,YEM0000DH
HD,Hadramawt,哈德拉毛,hadramawt,YEM0000HD
HJ,Hajjah,哈杰,hajjah,YEM0000HJ
HU,Al-Hudaydah,荷台达,al-hudaydah,YEM0000HU
IB,Ibb,伊卜,ibb,YEM0000IB
JA,Al-Jawf,焦夫,al-jawf,YEM0000JA
LA,Lahij,拉赫季,lahij,YEM0000LA
MA,Marib,马里卜,marib,YEM0000MA
MR,Al-Mahrah,迈赫拉,al-mahrah,YEM0000MR
MW,Al-Mahwit,迈赫维特,al-mahwit,YEM0000MW
SD,Sadah,萨达,sadah,YEM0000SD
SH,Shabwah,舍卜沃,shabwah,YEM0000SH
SN,Sana,萨那,sana,YEM0000SN
TA,Taizz,塔伊兹,taizz,YEM0000TA
ASR,Ash-Shihr,希赫尔,ash-shihr,YEM000ASR
GXF,Seiyun,赛文,seiyun,YEM000GXF
BAE,Barkley East,东巴克利,barkley east,ZAF000BAE
BDD,Bredasdorp,布雷达斯多普,bredasdorp,ZAF000BDD
BEW,Beaufort West,西博福特,beaufort west,ZAF000BEW
BFN,Bloemfontein,布隆方丹,bloemfontein,ZAF000BFN
BHT,Bronkhorstspruit,布隆克斯特斯普利特,bronkhorstspruit,ZAF000BHT
BIY,Bisho,比索,bisho,ZAF000BIY
CPT,Cape Town,开普敦,cape town,ZAF000CPT
DAA,De Aar,德阿尔,de aar,ZAF000DAA
DUN,Dundee,邓迪,dundee,ZAF000DUN
DUR,Durban,德班,durban,ZAF000DUR
ELS,East London,东伦敦,east london,ZAF000ELS
GBD,Groblersdal,格罗布莱斯达尔,groblersdal,ZAF000GBD
GIY,Giyani,基雅尼,giyani,ZAF000GIY
GRJ,George,乔治,george,ZAF000GRJ
IXO,Ixopo,特克索波,ixopo,ZAF000IXO
JNB,Johannesburg,约翰内斯堡,johannesburg,ZAF000JNB
KIM,Kimberley,金伯利,kimberley,ZAF000KIM
KMH,Kuruman,库鲁曼,kuruman,ZAF000KMH
KXE,Klerksdorp,克莱克斯多普,klerksdorp,ZAF000KXE
LAY,Ladysmith,莱迪史密斯,ladysmith,ZAF000LAY
MAY,Mount Ayliff,艾利弗山,mount ayliff,ZAF000MAY
MDB,Middelburg,米德尔堡,middelburg,ZAF000MDB
MOO,Moorreesburg,穆里斯堡,moorreesburg,ZAF000MOO
MZQ,Mkuze,姆库泽,mkuze,ZAF000MZQ
NCS,Newcastle,纽卡斯尔,newcastle,ZAF000NCS
NLP,Nelspruit,内尔斯普雷特,nelspruit,ZAF000NLP
NYL,Nylstroom,尼尔斯特隆,nylstroom,ZAF000NYL
PLZ,Port Elizabeth,伊丽莎白港,port elizabeth,ZAF000PLZ
PRY,Pretoria,比勒陀利亚,pretoria,ZAF000PRY
PSS,Port Shepstone,谢普斯通港,port shepstone,ZAF000PSS
PTG,Pietersburg,彼德斯堡,pietersburg,ZAF000PTG
PZB,Pietermaritzburg,彼德马里茨堡,pietermaritzburg,ZAF000PZB
RCB,Richards Bay,理查兹湾,richards bay,ZAF000RCB
RFT,Randfontein,兰德方丹,randfontein,ZAF000RFT
RSB,Rustenburg,利斯滕堡,rustenburg,ZAF000RSB
SAS,Sasolburg,萨索尔堡,sasolburg,ZAF000SAS
SBU,Springbok,跳羚,springbok,ZAF000SBU
THY,Thohoyandou,托霍延杜,thohoyandou,ZAF000THY
TLH,Thulamahashe,图拉马哈谢,thulamahashe,ZAF000TLH
TPB,Trompsburg,特隆普斯堡,trompsburg,ZAF000TPB
ULD,Ulundi,乌伦迪,ulundi,ZAF000ULD
UTN,Upington,阿平顿,upington,ZAF000UTN
UTT,Umtata,乌姆塔塔,umtata,ZAF000UTT
UTW,Queenstown,昆士敦,queenstown,ZAF000UTW
VGG,Vereeniging,弗里尼欣,vereeniging,ZAF000VGG
VRU,Vryburg,弗雷堡,vryburg,ZAF000VRU
WEL,Welkom,韦尔科姆,welkom,ZAF000WEL
WOR,Worcester,伍斯特,worcester,ZAF000WOR
WSH,Witsieshoek,韦茨肖克,witsieshoek,ZAF000WSH
ZEC,Secunda,瑟孔达,secunda,ZAF000ZEC
CB,Copperbelt,铜带,copperbelt,ZMB0000CB
CE,Central,中央,central,ZMB0000CE
EA,Dornod,东方,dornod,ZMB0000EA
LK,Lusaka,卢萨卡,lusaka,ZMB0000LK
LP,Luapula,卢阿普拉,luapula,ZMB0000LP
NO,Northern,北方,northern,ZMB0000NO
NW,Nord-Oueste,西北,nord-oueste,ZMB0000NW
SO,Southern,南方,southern,ZMB0000SO
WE,Western,西方,western,ZMB0000WE
BU,Bulawayo,布拉瓦约,bulawayo,ZWE0000BU
HA,Harare,哈拉雷,harare,ZWE0000HA
MC,Mashonaland Central,中马绍纳兰,mashonaland central,ZWE0000MC
MD,Al-Wusta,中部,al-wusta,ZWE0000MD
ME,Mashonaland East,东马绍纳兰,mashonaland east,ZWE0000ME
ML,Manicaland,马尼卡兰,manicaland,ZWE0000ML
MN,Matabeleland North,北马塔贝莱兰,matabeleland north,ZWE0000MN
MS,Matabeleland South,南马塔贝莱兰,matabeleland south,ZWE0000MS
MV,Masvingo,马斯温戈,masvingo,ZWE0000MV
MW,Mashonaland West,西马绍纳兰,mashonaland west,ZWE0000MW
